booking_id,hotel_id,guest_id,room_type_id,promotion_id,booking_date,check_in_date,check_out_date,stay_nights,adults,children,booking_channel,booking_status,cancellation_flag,cancellation_date,adr_try,room_revenue_try,food_beverage_revenue_try,other_revenue_try,gross_revenue_try,cancellation_fee_try,realized_revenue_try,nationality
B00143,H001,G00335,RT03,P003,2026-03-30,2026-04-27,2026-05-07,10,2,1,Expedia,Completed,0,,3416.36,34163.6,4756.25,2365.79,41285.64,0.0,41285.64,Turkish
B00144,H001,G00013,RT01,P000,2025-06-21,2025-07-16,2025-07-22,6,3,0,Direct Website,Completed,0,,4024.5,24147.0,3672.31,349.89,28169.2,0.0,28169.2,British
B00145,H001,G01659,RT01,P000,2025-06-05,2025-10-04,2025-10-06,2,2,0,Booking.com,Completed,0,,3041.4,6082.8,1191.63,78.08,7352.51,0.0,7352.51,Turkish
B00146,H001,G01652,RT01,P001,2026-10-31,2026-11-19,2026-11-21,2,2,1,Travel Agent,Confirmed,0,,1852.51,3705.02,485.7,190.99,4381.71,0.0,4381.71,Turkish
B00147,H001,G00148,RT01,P005,2026-06-15,2026-07-16,2026-07-18,2,2,0,Direct Phone,Completed,0,,4010.95,8021.9,667.45,140.05,8829.4,0.0,8829.4,Turkish
B00148,H001,G01670,RT01,P000,2025-04-18,2025-06-20,2025-06-22,2,4,0,Travel Agent,Completed,0,,3758.72,7517.44,982.17,239.88,8739.49,0.0,8739.49,French
B00149,H001,G00630,RT05,P000,2026-06-21,2026-07-02,2026-07-05,3,2,0,Expedia,Completed,0,,10690.63,32071.89,4716.97,1636.47,38425.33,0.0,38425.33,Turkish
B00150,H001,G00784,RT02,P006,2026-12-30,2027-01-11,2027-01-14,3,2,0,Direct Website,Confirmed,0,,2913.48,8740.44,725.91,103.85,9570.2,0.0,9570.2,German
B00151,H001,G02115,RT01,P006,2025-07-11,2025-09-20,2025-09-25,5,3,1,Direct Phone,Completed,0,,3511.19,17555.95,1480.78,908.72,19945.45,0.0,19945.45,Russian
B00152,H001,G00840,RT01,P000,2026-04-20,2026-04-28,2026-04-30,2,2,0,Corporate,Completed,0,,2419.8,4839.6,422.88,83.36,5345.84,0.0,5345.84,Turkish
B00153,H001,G01692,RT01,P000,2026-08-07,2026-09-14,2026-09-18,4,3,0,Corporate,Confirmed,0,,3406.58,13626.32,2576.65,899.09,17102.06,0.0,17102.06,German
B00154,H001,G01471,RT03,P000,2025-11-25,2026-01-21,2026-01-25,4,4,0,Booking.com,Completed,0,,3525.81,14103.24,1258.53,609.69,15971.46,0.0,15971.46,Turkish
B00155,H001,G00436,RT02,P000,2026-06-09,2026-07-08,2026-07-14,6,2,0,Corporate,Cancelled,1,2026-07-06,5276.64,31659.84,3385.3,1577.58,36622.72,0.0,0.0,Turkish
B00156,H001,G01550,RT02,P000,2026-02-07,2026-02-21,2026-02-23,2,4,0,Direct Website,Completed,0,,2963.16,5926.32,1168.36,275.41,7370.09,0.0,7370.09,German
B00157,H001,G00812,RT05,P000,2025-08-11,2025-08-29,2025-09-03,5,2,0,Direct Website,Completed,0,,9916.39,49581.95,10249.69,3130.32,62961.96,0.0,62961.96,Turkish
B00158,H001,G01448,RT01,P000,2025-05-28,2025-06-20,2025-06-23,3,3,0,Corporate,Completed,0,,3620.44,10861.32,2072.81,396.74,13330.87,0.0,13330.87,British
B00159,H001,G01160,RT02,P001,2025-11-24,2025-12-07,2025-12-08,1,3,0,Direct Website,Completed,0,,2461.92,2461.92,450.58,44.12,2956.62,0.0,2956.62,British
B00160,H001,G00003,RT03,P006,2025-06-18,2025-08-20,2025-08-22,2,2,1,Direct Website,Completed,0,,6936.11,13872.22,2598.22,333.48,16803.92,0.0,16803.92,Turkish
B00161,H001,G01076,RT03,P000,2025-01-29,2025-02-16,2025-02-18,2,3,1,Corporate,Completed,0,,3415.95,6831.9,599.24,281.48,7712.62,0.0,7712.62,German
B00162,H001,G02025,RT01,P003,2025-01-02,2025-02-01,2025-02-08,7,4,0,Direct Website,Cancelled,1,2025-01-14,1832.76,12829.32,2066.85,472.15,15368.32,0.0,0.0,British
B00163,H001,G00327,RT05,P000,2025-05-17,2025-05-26,2025-05-28,2,4,1,Corporate,Completed,0,,7148.55,14297.1,2613.31,680.29,17590.7,0.0,17590.7,British
B00164,H001,G00612,RT01,P001,2025-09-19,2025-10-10,2025-10-13,3,4,1,Booking.com,Completed,0,,2433.08,7299.24,854.67,295.31,8449.22,0.0,8449.22,Turkish
B00165,H001,G00371,RT04,P000,2026-07-01,2026-07-19,2026-07-22,3,2,1,Travel Agent,Completed,0,,8959.5,26878.5,2241.3,566.67,29686.47,0.0,29686.47,British
B00166,H001,G00454,RT06,P006,2025-07-16,2025-08-10,2025-08-15,5,4,2,Direct Phone,Cancelled,1,2025-08-05,10721.73,53608.65,7215.1,2399.45,63223.2,0.0,0.0,German
B00167,H001,G01970,RT03,P000,2026-06-21,2026-08-06,2026-08-10,4,4,0,Booking.com,Completed,0,,7299.02,29196.08,6240.88,1616.89,37053.85,0.0,37053.85,Turkish
B00168,H001,G00822,RT04,P000,2026-04-30,2026-06-24,2026-06-30,6,2,0,Travel Agent,Completed,0,,7073.57,42441.42,6101.18,1891.75,50434.35,0.0,50434.35,Turkish
B00169,H001,G01839,RT02,P006,2025-07-22,2025-08-05,2025-08-10,5,2,0,Direct Website,Completed,0,,5449.17,27245.85,2189.6,1177.9,30613.35,0.0,30613.35,German
B00170,H001,G02186,RT05,P004,2026-10-03,2026-11-02,2026-11-04,2,4,0,Direct Phone,Confirmed,0,,4895.37,9790.74,1607.37,290.35,11688.46,0.0,11688.46,Turkish
B00171,H001,G01285,RT02,P000,2025-03-17,2025-03-22,2025-03-28,6,4,1,Expedia,Completed,0,,3017.28,18103.68,3436.09,857.27,22397.04,0.0,22397.04,Russian
B00172,H001,G00939,RT03,P000,2026-08-22,2026-11-23,2026-11-24,1,3,0,Corporate,Confirmed,0,,3510.37,3510.37,701.62,183.97,4395.96,0.0,4395.96,British
B00173,H001,G01079,RT03,P000,2025-07-28,2025-09-07,2025-09-10,3,2,0,Direct Website,Completed,0,,5779.22,17337.66,3685.41,568.78,21591.85,0.0,21591.85,German
B00174,H001,G01974,RT01,P000,2025-07-01,2025-09-06,2025-09-11,5,4,0,Direct Phone,Completed,0,,3662.57,18312.85,3153.4,878.8,22345.05,0.0,22345.05,Turkish
B00175,H001,G02386,RT01,P004,2026-02-19,2026-03-17,2026-03-19,2,2,0,Direct Phone,Completed,0,,2153.61,4307.22,633.15,183.12,5123.49,0.0,5123.49,Turkish
B00176,H001,G01990,RT01,P006,2026-03-25,2026-04-30,2026-05-02,2,1,0,Direct Phone,Completed,0,,2320.13,4640.26,777.02,236.85,5654.13,0.0,5654.13,Turkish
B00177,H001,G00424,RT04,P000,2026-07-22,2026-08-31,2026-09-03,3,3,1,Direct Phone,Confirmed,0,,8732.38,26197.14,3915.9,1102.13,31215.17,0.0,31215.17,British
B00178,H001,G01334,RT01,P004,2025-08-10,2025-09-08,2025-09-10,2,2,0,Expedia,Completed,0,,3419.32,6838.64,943.56,414.37,8196.57,0.0,8196.57,Turkish
B00179,H001,G00039,RT02,P006,2025-11-04,2025-11-21,2025-11-23,2,2,0,Direct Phone,Completed,0,,2749.28,5498.56,1066.54,237.74,6802.84,0.0,6802.84,Turkish
B00180,H001,G00543,RT02,P005,2026-06-12,2026-07-01,2026-07-03,2,4,0,Booking.com,Completed,0,,4947.26,9894.52,1877.83,671.18,12443.53,0.0,12443.53,British
B00181,H001,G02308,RT02,P003,2026-11-29,2026-12-17,2026-12-22,5,2,0,Booking.com,Confirmed,0,,2670.45,13352.25,1783.43,385.04,15520.72,0.0,15520.72,Turkish
B00182,H001,G00052,RT04,P000,2025-01-11,2025-01-26,2025-01-28,2,4,1,Booking.com,Completed,0,,3733.2,7466.4,1170.94,373.86,9011.2,0.0,9011.2,British
B00183,H001,G00685,RT01,P000,2026-05-11,2026-05-16,2026-05-20,4,2,1,Direct Phone,Completed,0,,2918.14,11672.56,1862.39,581.41,14116.36,0.0,14116.36,British
B00184,H001,G00144,RT03,P000,2025-03-19,2025-04-23,2025-04-25,2,2,0,Travel Agent,Completed,0,,4030.48,8060.96,1249.13,252.48,9562.57,0.0,9562.57,Turkish
B00185,H001,G00285,RT01,P006,2026-06-13,2026-07-26,2026-07-30,4,4,1,Direct Website,Completed,0,,3819.98,15279.92,1345.22,271.96,16897.1,0.0,16897.1,Russian
B00186,H001,G00540,RT01,P000,2026-01-23,2026-02-08,2026-02-09,1,2,0,Travel Agent,Completed,0,,2070.87,2070.87,266.92,88.04,2425.83,0.0,2425.83,Turkish
B00187,H001,G01305,RT02,P000,2025-07-20,2025-10-15,2025-10-18,3,3,0,Booking.com,Completed,0,,4028.39,12085.17,2349.59,602.22,15036.98,0.0,15036.98,British
B00188,H001,G01688,RT03,P000,2025-09-26,2025-10-06,2025-10-10,4,2,0,Expedia,Cancelled,1,2025-10-02,4752.08,19008.32,3944.35,529.42,23482.09,0.0,0.0,British
B00189,H001,G00406,RT02,P000,2025-08-30,2025-09-24,2025-09-26,2,2,0,Direct Website,Completed,0,,4996.13,9992.26,840.59,597.2,11430.05,0.0,11430.05,Turkish
B00190,H001,G01660,RT02,P005,2025-08-04,2025-08-14,2025-08-17,3,2,1,Corporate,Completed,0,,5376.6,16129.8,1488.23,845.64,18463.67,0.0,18463.67,German
B00191,H001,G02325,RT01,P004,2025-09-21,2025-09-26,2025-09-27,1,2,0,Expedia,Completed,0,,3144.65,3144.65,307.19,206.19,3658.03,0.0,3658.03,British
B00192,H001,G00484,RT02,P000,2025-04-19,2025-04-28,2025-05-02,4,2,0,Travel Agent,Cancelled,1,2025-04-20,3870.28,15481.12,2999.95,565.06,19046.13,0.0,0.0,Turkish
B00193,H001,G01493,RT02,P000,2025-06-13,2025-07-03,2025-07-06,3,3,0,Booking.com,Completed,0,,5453.64,16360.92,1761.21,336.48,18458.61,0.0,18458.61,French
B00194,H001,G00912,RT03,P000,2025-02-27,2025-04-19,2025-04-20,1,2,0,Travel Agent,Completed,0,,4313.17,4313.17,554.95,166.47,5034.59,0.0,5034.59,Russian
B00195,H001,G01222,RT05,P000,2026-03-18,2026-03-26,2026-03-29,3,2,0,Corporate,Completed,0,,6053.79,18161.37,3495.75,898.97,22556.09,0.0,22556.09,Turkish
B00196,H001,G00006,RT05,P000,2025-06-11,2025-09-28,2025-10-02,4,3,1,Booking.com,Completed,0,,8778.26,35113.04,6090.99,608.88,41812.91,0.0,41812.91,Turkish
B00197,H001,G01397,RT03,P000,2026-07-24,2026-08-27,2026-08-30,3,1,0,Booking.com,Confirmed,0,,7276.09,21828.27,3007.66,413.38,25249.31,0.0,25249.31,Turkish
B00198,H001,G02001,RT01,P000,2026-06-09,2026-08-22,2026-08-28,6,3,0,Corporate,Confirmed,0,,4282.05,25692.3,2230.4,989.72,28912.42,0.0,28912.42,Turkish
B00199,H001,G00349,RT01,P001,2025-06-19,2025-06-21,2025-06-25,4,2,1,Corporate,Completed,0,,3350.42,13401.68,1320.92,369.44,15092.04,0.0,15092.04,British
B00200,H001,G00923,RT02,P000,2025-04-20,2025-05-26,2025-05-28,2,1,0,Travel Agent,Completed,0,,3750.31,7500.62,1109.31,524.26,9134.19,0.0,9134.19,Turkish
B00201,H001,G02220,RT06,P003,2026-06-16,2026-07-07,2026-07-15,8,2,2,Booking.com,Completed,0,,9514.94,76119.52,15452.29,3381.33,94953.14,0.0,94953.14,Turkish
B00202,H001,G00837,RT03,P001,2026-07-04,2026-08-26,2026-09-01,6,2,0,Direct Website,Confirmed,0,,6082.72,36496.32,5056.18,613.01,42165.51,0.0,42165.51,British
B00203,H001,G01301,RT02,P006,2025-05-22,2025-08-14,2025-08-16,2,4,0,Direct Website,Completed,0,,5527.75,11055.5,1763.26,715.49,13534.25,0.0,13534.25,Turkish
B00204,H001,G01135,RT01,P000,2026-05-29,2026-06-06,2026-06-13,7,2,0,Booking.com,Completed,0,,3441.83,24092.81,2321.3,272.74,26686.85,0.0,26686.85,Turkish
B00205,H001,G01844,RT05,P000,2025-09-13,2025-09-19,2025-09-21,2,2,0,Direct Phone,Completed,0,,8267.84,16535.68,2737.83,617.02,19890.53,0.0,19890.53,Turkish
B00206,H001,G02502,RT01,P000,2026-04-19,2026-05-21,2026-05-24,3,2,1,Direct Phone,Completed,0,,2970.2,8910.6,1519.88,92.24,10522.72,0.0,10522.72,British
B00207,H001,G01957,RT06,P005,2025-06-02,2025-07-26,2025-07-29,3,1,0,Expedia,Completed,0,,10654.42,31963.26,4497.04,1118.88,37579.18,0.0,37579.18,Turkish
B00208,H001,G00894,RT01,P001,2025-08-05,2025-09-15,2025-09-16,1,2,0,Booking.com,Completed,0,,3086.53,3086.53,461.45,83.64,3631.62,0.0,3631.62,British
B00209,H001,G02357,RT04,P000,2026-05-12,2026-05-22,2026-05-27,5,3,1,Corporate,Cancelled,1,2026-05-15,5559.24,27796.2,3463.6,1492.26,32752.06,0.0,0.0,British
B00210,H001,G01108,RT02,P002,2025-09-05,2025-09-29,2025-10-02,3,3,0,Booking.com,Completed,0,,4510.79,13532.37,2867.42,711.47,17111.26,0.0,17111.26,Turkish
B00211,H001,G00729,RT01,P000,2026-02-26,2026-04-12,2026-04-15,3,4,1,Booking.com,Completed,0,,2211.96,6635.88,834.88,209.55,7680.31,0.0,7680.31,British
B00212,H001,G02336,RT06,P000,2025-02-23,2025-04-06,2025-04-10,4,1,0,Corporate,Completed,0,,7830.0,31320.0,5071.74,1761.21,38152.95,0.0,38152.95,Turkish
B00213,H001,G01580,RT05,P005,2025-07-20,2025-08-17,2025-08-20,3,3,0,Booking.com,Completed,0,,9045.37,27136.11,5678.94,1503.18,34318.23,0.0,34318.23,German
B00214,H001,G01103,RT02,P000,2025-06-10,2025-07-16,2025-07-21,5,4,0,Travel Agent,Cancelled,1,2025-06-16,5321.29,26606.45,5136.31,1302.95,33045.71,3990.97,3990.97,French
B00215,H001,G01733,RT01,P005,2025-08-29,2025-09-30,2025-10-01,1,2,0,Travel Agent,Completed,0,,3146.44,3146.44,626.27,189.13,3961.84,0.0,3961.84,Turkish
B00216,H001,G02301,RT02,P000,2025-08-28,2025-10-17,2025-10-22,5,1,0,Expedia,Completed,0,,3804.48,19022.4,2156.36,1131.99,22310.75,0.0,22310.75,Turkish
B00217,H001,G02340,RT05,P000,2026-06-16,2026-08-20,2026-08-23,3,2,0,Travel Agent,Confirmed,0,,10817.27,32451.81,5297.53,673.55,38422.89,0.0,38422.89,Turkish
B00218,H001,G02026,RT02,P001,2026-06-12,2026-06-22,2026-06-25,3,2,0,Booking.com,Cancelled,1,2026-06-17,4558.85,13676.55,1804.91,201.52,15682.98,0.0,0.0,British
B00219,H001,G01955,RT03,P003,2026-07-11,2026-08-21,2026-09-04,14,2,2,Travel Agent,Confirmed,0,,6297.07,88158.98,10698.62,3668.14,102525.74,0.0,102525.74,British
B00220,H001,G01548,RT01,P000,2025-07-15,2025-08-07,2025-08-08,1,2,1,Corporate,Completed,0,,4179.16,4179.16,736.11,168.85,5084.12,0.0,5084.12,Turkish
B00221,H001,G00401,RT01,P000,2025-12-18,2025-12-31,2026-01-02,2,4,1,Direct Phone,Cancelled,1,2025-12-21,1877.77,3755.54,463.08,139.28,4357.9,563.33,563.33,British
B00222,H001,G01214,RT05,P000,2025-09-22,2025-11-27,2025-12-03,6,2,0,Travel Agent,Completed,0,,5973.5,35841.0,6306.18,691.71,42838.89,0.0,42838.89,Turkish
B00223,H001,G02579,RT04,P000,2026-07-26,2026-09-02,2026-09-06,4,3,1,Expedia,Cancelled,1,2026-08-01,7170.68,28682.72,6139.64,1866.86,36689.22,0.0,0.0,Turkish
B00224,H001,G00130,RT02,P001,2025-06-18,2025-07-26,2025-07-31,5,2,2,Booking.com,Completed,0,,4930.29,24651.45,3028.99,967.8,28648.24,0.0,28648.24,Turkish
B00225,H001,G01465,RT02,P000,2025-03-28,2025-04-01,2025-04-05,4,2,1,Direct Phone,Completed,0,,3596.68,14386.72,2953.26,445.29,17785.27,0.0,17785.27,British
B00226,H001,G02496,RT06,P003,2025-02-28,2025-03-23,2025-03-31,8,2,2,Corporate,Completed,0,,5566.14,44529.12,7807.65,2508.98,54845.75,0.0,54845.75,Turkish
B00227,H001,G00153,RT01,P000,2025-11-14,2025-11-21,2025-11-24,3,2,0,Direct Website,Completed,0,,2222.24,6666.72,1155.15,74.53,7896.4,0.0,7896.4,Turkish
B00228,H001,G00563,RT01,P000,2026-09-01,2026-10-01,2026-10-02,1,2,0,Direct Phone,Confirmed,0,,2982.3,2982.3,489.82,156.7,3628.82,0.0,3628.82,Turkish
B00229,H001,G00106,RT01,P005,2026-07-23,2026-09-03,2026-09-04,1,2,0,Travel Agent,Cancelled,1,2026-08-04,3301.08,3301.08,282.49,80.22,3663.79,0.0,0.0,British
B00230,H001,G02034,RT03,P000,2026-07-06,2026-10-04,2026-10-05,1,4,2,Direct Phone,Confirmed,0,,5023.08,5023.08,934.78,264.88,6222.74,0.0,6222.74,British
B00231,H001,G01657,RT05,P006,2025-06-18,2025-09-17,2025-09-22,5,3,1,Direct Phone,Completed,0,,7986.38,39931.9,6047.76,1691.37,47671.03,0.0,47671.03,German
B00232,H001,G02300,RT04,P000,2026-08-10,2026-10-16,2026-10-18,2,2,1,Booking.com,Confirmed,0,,5445.19,10890.38,2028.7,251.04,13170.12,0.0,13170.12,Turkish
B00233,H001,G00380,RT03,P002,2026-07-09,2026-08-06,2026-08-11,5,2,0,Expedia,Completed,0,,6343.66,31718.3,4736.54,2147.6,38602.44,0.0,38602.44,British
B00234,H001,G00137,RT02,P000,2025-10-01,2025-10-04,2025-10-05,1,2,0,Expedia,Completed,0,,3839.04,3839.04,448.18,167.22,4454.44,0.0,4454.44,British
B00235,H001,G01893,RT01,P000,2025-04-12,2025-04-29,2025-05-05,6,2,0,Expedia,Completed,0,,2448.48,14690.88,1826.78,287.22,16804.88,0.0,16804.88,British
B00236,H001,G00532,RT01,P001,2025-06-15,2025-07-26,2025-08-02,7,3,0,Direct Website,Completed,0,,3646.74,25527.18,2582.3,1615.99,29725.47,0.0,29725.47,Turkish
B00237,H001,G00532,RT06,P003,2025-08-21,2025-09-25,2025-10-03,8,2,2,Direct Website,Completed,0,,8924.59,71396.72,6660.58,869.35,78926.65,0.0,78926.65,Turkish
B00238,H001,G01210,RT05,P003,2026-09-02,2026-10-24,2026-10-30,6,2,1,Booking.com,Confirmed,0,,6032.76,36196.56,3702.08,2085.54,41984.18,0.0,41984.18,Russian
B00239,H001,G00925,RT04,P000,2025-05-15,2025-05-31,2025-06-01,1,3,2,Direct Website,Completed,0,,5815.67,5815.67,819.04,59.99,6694.7,0.0,6694.7,British
B00240,H001,G01676,RT02,P006,2026-12-09,2027-01-08,2027-01-13,5,2,0,Direct Website,Confirmed,0,,2759.86,13799.3,2000.59,246.05,16045.94,0.0,16045.94,British
B00241,H001,G01971,RT04,P000,2026-05-25,2026-07-01,2026-07-08,7,2,0,Booking.com,Completed,0,,7476.33,52334.31,5374.76,2507.77,60216.84,0.0,60216.84,British
B00242,H001,G00092,RT05,P000,2026-05-05,2026-05-28,2026-05-30,2,2,0,Direct Website,Completed,0,,6981.72,13963.44,1653.98,196.36,15813.78,0.0,15813.78,Turkish
B00243,H001,G01479,RT04,P001,2026-08-31,2026-12-07,2026-12-11,4,2,2,Expedia,Cancelled,1,2026-09-13,3589.67,14358.68,3125.03,525.63,18009.34,2153.8,2153.8,British
B00244,H001,G01063,RT01,P001,2026-08-04,2026-09-07,2026-09-12,5,4,0,Direct Phone,Confirmed,0,,2942.84,14714.2,1582.15,942.82,17239.17,0.0,17239.17,Turkish
B00245,H001,G02062,RT01,P000,2026-03-17,2026-03-31,2026-04-03,3,2,0,Booking.com,Completed,0,,2323.53,6970.59,1432.79,356.03,8759.41,0.0,8759.41,Turkish
B00246,H001,G00259,RT01,P000,2026-09-12,2026-09-28,2026-10-03,5,2,0,Booking.com,Confirmed,0,,3512.78,17563.9,2518.34,984.05,21066.29,0.0,21066.29,British
B00247,H001,G01705,RT01,P002,2026-05-19,2026-06-08,2026-06-10,2,2,0,Expedia,Completed,0,,3036.47,6072.94,1137.88,398.64,7609.46,0.0,7609.46,German
B00248,H001,G01772,RT02,P002,2025-06-26,2025-08-06,2025-08-08,2,2,0,Booking.com,Completed,0,,5134.02,10268.04,1884.19,307.6,12459.83,0.0,12459.83,British
B00249,H001,G00964,RT02,P000,2025-07-11,2025-08-20,2025-08-24,4,2,2,Corporate,Completed,0,,6356.91,25427.64,4880.31,421.16,30729.11,0.0,30729.11,Russian
B00250,H001,G00434,RT02,P000,2026-09-17,2026-12-15,2026-12-18,3,2,2,Booking.com,Confirmed,0,,2877.41,8632.23,1035.82,142.15,9810.2,0.0,9810.2,British
B00251,H001,G02058,RT04,P004,2025-04-13,2025-04-14,2025-04-16,2,3,2,Booking.com,Completed,0,,4508.06,9016.12,1044.89,139.78,10200.79,0.0,10200.79,Turkish
B00252,H001,G01502,RT02,P006,2025-06-14,2025-07-19,2025-07-22,3,1,0,Direct Website,Completed,0,,5508.15,16524.45,2771.74,1086.83,20383.02,0.0,20383.02,British
B00253,H001,G01877,RT02,P000,2025-08-08,2025-10-24,2025-10-26,2,2,0,Booking.com,Completed,0,,4149.86,8299.72,1319.94,353.46,9973.12,0.0,9973.12,British
B00254,H001,G00606,RT02,P003,2026-04-26,2026-05-09,2026-05-17,8,3,0,Travel Agent,Completed,0,,3246.1,25968.8,2827.24,1006.22,29802.26,0.0,29802.26,Russian
B00255,H001,G00209,RT01,P005,2026-07-26,2026-08-09,2026-08-14,5,4,0,Direct Website,Completed,0,,3672.47,18362.35,3741.96,776.42,22880.73,0.0,22880.73,Turkish
B00256,H001,G02476,RT04,P006,2026-06-28,2026-08-22,2026-08-25,3,2,0,Direct Website,Confirmed,0,,8324.7,24974.1,5384.21,1115.63,31473.94,0.0,31473.94,British
B00257,H001,G01074,RT05,P000,2025-06-18,2025-06-21,2025-06-23,2,2,0,Direct Website,Completed,0,,8327.35,16654.7,3095.53,1064.11,20814.34,0.0,20814.34,British
B00258,H001,G02127,RT03,P000,2026-07-09,2026-07-26,2026-07-28,2,2,1,Direct Website,Completed,0,,7430.01,14860.02,2937.11,735.08,18532.21,0.0,18532.21,Turkish
B00259,H001,G02374,RT02,P000,2025-12-10,2026-01-02,2026-01-03,1,2,0,Travel Agent,Completed,0,,2887.68,2887.68,239.76,190.65,3318.09,0.0,3318.09,Russian
B00260,H001,G02271,RT02,P000,2025-07-31,2025-08-15,2025-08-17,2,3,0,Booking.com,Completed,0,,6329.11,12658.22,2236.21,824.0,15718.43,0.0,15718.43,French
B00261,H001,G00006,RT03,P000,2025-07-19,2025-09-29,2025-10-02,3,3,0,Travel Agent,Completed,0,,5933.95,17801.85,3113.62,1003.8,21919.27,0.0,21919.27,Turkish
B00262,H001,G02128,RT03,P001,2026-09-03,2026-10-31,2026-11-02,2,2,0,Direct Phone,Confirmed,0,,3985.94,7971.88,697.67,363.28,9032.83,0.0,9032.83,British
B00263,H001,G01081,RT05,P000,2026-10-15,2026-10-18,2026-10-22,4,2,0,Direct Website,Cancelled,1,2026-10-16,6790.83,27163.32,3388.95,424.2,30976.47,0.0,0.0,Turkish
B00264,H001,G01451,RT03,P000,2025-09-03,2025-11-04,2025-11-07,3,2,0,Expedia,Completed,0,,3569.27,10707.81,1464.89,399.08,12571.78,0.0,12571.78,Turkish
B00265,H001,G01606,RT06,P000,2026-02-19,2026-04-10,2026-04-11,1,4,2,Direct Phone,Completed,0,,7468.58,7468.58,1473.18,93.74,9035.5,0.0,9035.5,Turkish
B00266,H001,G01382,RT01,P006,2025-07-28,2025-09-27,2025-10-02,5,2,0,Direct Website,Completed,0,,3078.89,15394.45,3031.77,437.99,18864.21,0.0,18864.21,German
B00267,H001,G00820,RT01,P000,2026-04-03,2026-04-05,2026-04-08,3,4,0,Direct Website,Completed,0,,2408.74,7226.22,1012.05,342.99,8581.26,0.0,8581.26,Turkish
B00268,H001,G00922,RT02,P000,2025-04-18,2025-06-05,2025-06-08,3,4,0,Booking.com,Completed,0,,4747.65,14242.95,2672.01,421.72,17336.68,0.0,17336.68,French
B00269,H001,G02489,RT06,P001,2025-03-08,2025-04-25,2025-04-28,3,4,0,Booking.com,Cancelled,1,2025-04-14,6892.63,20677.89,4522.38,378.09,25578.36,3101.68,3101.68,British
B00270,H001,G00232,RT05,P000,2026-09-23,2026-11-06,2026-11-09,3,2,0,Direct Website,Confirmed,0,,5218.99,15656.97,1912.21,1073.57,18642.75,0.0,18642.75,German
B00271,H001,G00485,RT03,P000,2026-07-17,2026-07-26,2026-07-29,3,2,0,Travel Agent,Completed,0,,6612.95,19838.85,2995.48,1289.26,24123.59,0.0,24123.59,Turkish
B00272,H001,G02202,RT06,P000,2026-12-31,2027-01-19,2027-01-21,2,3,2,Direct Phone,Confirmed,0,,6034.98,12069.96,2265.04,713.33,15048.33,0.0,15048.33,Turkish
B00273,H001,G01505,RT01,P005,2025-04-11,2025-06-01,2025-06-03,2,3,1,Direct Website,Completed,0,,2975.39,5950.78,1089.67,347.2,7387.65,0.0,7387.65,British
B00274,H001,G00239,RT04,P000,2025-07-14,2025-08-14,2025-08-19,5,3,2,Travel Agent,Cancelled,1,2025-07-20,8224.86,41124.3,5731.13,1649.73,48505.16,0.0,0.0,Turkish
B00275,H001,G00289,RT03,P000,2025-09-29,2025-10-20,2025-10-21,1,2,0,Direct Website,Completed,0,,4655.4,4655.4,854.16,128.6,5638.16,0.0,5638.16,British
B00276,H001,G00313,RT01,P000,2026-08-17,2026-12-13,2026-12-20,7,1,0,Direct Website,Confirmed,0,,2122.81,14859.67,2087.59,303.26,17250.52,0.0,17250.52,French
B00277,H001,G00140,RT02,P001,2026-04-22,2026-04-29,2026-05-03,4,2,0,Booking.com,Completed,0,,2930.81,11723.24,1349.38,755.33,13827.95,0.0,13827.95,Turkish
B00278,H001,G02504,RT01,P000,2026-05-16,2026-05-28,2026-05-30,2,2,0,Booking.com,Completed,0,,2991.59,5983.18,598.98,407.2,6989.36,0.0,6989.36,British
B00279,H001,G00951,RT05,P000,2026-04-27,2026-05-13,2026-05-18,5,2,0,Travel Agent,Completed,0,,6842.56,34212.8,6229.15,2046.0,42487.95,0.0,42487.95,British
B00280,H001,G00820,RT04,P000,2026-06-21,2026-07-19,2026-07-22,3,2,0,Corporate,Completed,0,,7923.51,23770.53,3716.03,587.27,28073.83,0.0,28073.83,Turkish
B00281,H001,G00794,RT03,P000,2026-06-21,2026-07-04,2026-07-09,5,2,1,Expedia,Completed,0,,6406.19,32030.95,6037.64,448.47,38517.06,0.0,38517.06,British
B00282,H001,G02068,RT01,P001,2025-09-26,2025-10-17,2025-10-19,2,2,0,Direct Website,Completed,0,,2542.71,5085.42,800.81,268.65,6154.88,0.0,6154.88,Turkish
B00283,H001,G01847,RT01,P005,2025-07-02,2025-07-29,2025-07-31,2,2,0,Direct Phone,Completed,0,,3563.87,7127.74,1025.87,421.07,8574.68,0.0,8574.68,British
B00284,H001,G00400,RT05,P000,2025-07-18,2025-08-12,2025-08-17,5,3,0,Travel Agent,Completed,0,,10760.48,53802.4,9250.14,983.56,64036.1,0.0,64036.1,German
B00285,H001,G01472,RT01,P000,2025-06-07,2025-09-28,2025-10-02,4,2,0,Direct Website,Completed,0,,3450.72,13802.88,1991.6,740.59,16535.07,0.0,16535.07,Turkish
B00286,H001,G00702,RT04,P000,2025-09-05,2025-10-05,2025-10-07,2,4,2,Direct Phone,Completed,0,,5354.58,10709.16,2247.71,336.52,13293.39,0.0,13293.39,Turkish
